"","s_1","s_2","s_3","s_4","s_5","s_6","s_7","s_8","s_9","s_10","s_11","s_12","s_13","s_14","s_15","s_16","s_17","s_18","s_19","s_20","s_21","s_22","s_23","s_24","s_25","s_26","s_27","s_28","s_29","s_30","s_31","s_32","s_33","s_34","s_35","s_36","s_37","s_38","s_39","s_40","s_41","s_42","s_43","s_44","s_45","s_46","s_47","s_48","s_49","s_50","s_51","s_52","s_53","s_54","s_55","s_56","s_57","s_58","s_59","s_60","s_61","s_62","s_63","s_64","s_65","s_66","s_67","s_68","s_69","s_70","s_71","s_72","s_73","s_74"
"g_1",86.0900276688326,0.0170065316109446,21.8332069729623,109.768187260372,118.198947090306,27.4912126732454,5.78696911391518,4613.0850264142,3.33942033131189,2.58078860545246,148.53181264139,29.1066075821625,39.7452531752048,0.137101850902259,69.5934824573612,2.20125964116494,5.04969912040042,0.719766071862791,0.0309391984938794,11.1773567963008,85.4252123158319,18.4095038000556,0.143546196123821,9843.49989851625,244.313468893591,0.562427489691788,61.2339833378353,1.02433088828815,0.0923332936199608,58.0783621197892,3.56329245678123,0.000904619079441022,3.61159020387857,0.0110405859053863,0.867273817583456,6.19352511609401,4.99058645178989,0.556395403563348,110.02769455377,0.0172906627614732,127.442613663013,501.159867564848,38.30434725532,21.3254538388094,0.645094988601378,270.250557622507,0.0107010041482026,2.2613092480844,0.283872647273776,8.87031708787524,63.1220415245811,6.55332660792823,134.311684812114,1203.95860485918,0.0551607255276782,0.000549266691848193,6.07115000410816,0.112867961975526,0.18949158131726,0.000159500471370391,3182.19715490678,5.61811606268154,2836.52586857826,5.98124875697701,0.0151241838078779,357.41859758693,8.2870758686168,5.52305898091802,0.296959300855375,2.07828092245946,62.3122227399246,2096.8993015972,0.0854211816518971,112.599036435108
"g_2",63.1596748323514,0.78383604380455,641.546985479451,1.18368273482045,1047.3818349845,13.0256471103565,11.1290641846567,15.1248407333402,36.6563006431213,2.92248765047605,2.57661357289622,1.1575284015067,24.2683560414516,14.7166221582603,77.800761030475,0.401691035186089,126.538219943004,5.62014112026468,30.7883071070191,15.8220856416105,3.06086614229614,92.3463344315134,1.765997028584,47.8720297877695,0.0576305666404833,5.33080389491154,2.1390775882459,1.8779891578208,1.64647405459052,100.150601268423,2.51224635128564,1317.98877395553,0.779632475594292,77.3655808535013,5.0081865160693,7.67352107958977,34.7051094246849,4.54195259936647,0.250870863744324,0.628947221795434,4.10562462613635,106.157138697394,1.17207404387608,137.702925008288,728.639280793428,19.0602524764994,11.8209521065991,4.70219681224065,161.125149125101,13.9356061439404,111.285044863547,45.2568974681426,7777.51945444127,16.409358738468,0.490421360025764,2.12922645128035,78.3055801033708,86.3953146204839,31.3212231780363,8.31995519869062,197.801722010476,6.91168785409074,774.442042111481,24.5136755041656,7.95232849942477e-05,364.934427958635,79.4746002306975,0.724450846669203,76.5062233917807,0.773631869489692,2.53100143305567,45.6651882975302,0.083173601115398,2.27053596012375
"g_3",27.9230676145887,0.118598290698898,431.127123899878,7.96098432113583,92.2872135482101,2982.5147085354,66.3487063109178,0.0468749030863609,6.24929941868413,16.4238530999303,0.453461386187132,4.12402302069179,114.015483535824,66.5695832137687,92.6348707010283,1451.21600619663,222.160507216325,0.896159373029901,14.2514784981783,0.744095531341973,14.5241550040997,0.632616149346801,35.3513443105116,286.561576197504,0.761894643316033,429.926451931927,25.9294077210407,1.16783503159837,1.00903584876856,37.4992936599779,82.2746662536115,5.94668691876642,2.79091787214832,49.1877325360947,173.035018637147,102.784333142107,30.6600856583163,148.847795736565,2.86166535389977,19.1601412613299,11.0511799490587,50.1188527180064,4670.44652220511,33.8447249287737,7.82346084338366,55.8533640378982,627.474881860067,40.7922709255301,23.0503904569378,5.49587436674644,11.9111524914424,0.507700484591379,75.3521800572375,0.971855186346484,179.497183934988,0.921132937206206,3.21809345395939,65.6823877667622,113.590739791989,58.937095252743,208.339990537184,13.5702249657642,104.071639612253,55.7185323381144,14.2812031570873,2.79845928221457,99.9481641085085,0.194026949167928,4.26259947238869,6.91066475616208,0.0292510075790775,12.9697017354942,61.8404981643808,3.4109097643976
"g_4",249.504697276993,28.0415311429861,0.728300677114348,126.189365531749,0.0886030034887786,0.451871374369178,12.5405208656119,55.5835901938338,3.86870395100862,4.41100471353716,4.12499888561678,5656.64581958955,202.013093171437,0.060970007336024,5.05196456963736,59.2523632351164,7.37907142703472,29.3730888559705,150.151820737251,0.176155128484416,99.5214460321358,46.8411784030493,0.0124111182759503,0.00337817532751129,30.053289032017,141.223434416383,82.9345780389678,2.09721655771404,2.30552650690516,2.68507602341657,3372.06563662202,662.55506909879,137.8865164599,447.091025724418,33.4031893347265,338.738417705889,5.69195018587624,447.670103530636,0.127611626738051,14.8663861844665,111.123372202082,18.8857844219023,0.673071631126443,4.96354497720947,297.701995225163,5.14445840162836,0.170076391780911,71.0202508555864,7.98279323285892,0.786573183886786,1.57857569680852,675.216368660479,19.7260108582168,121.844996901924,3472.4106455581,6.91963958289047,0.181576904515533,1.43746791768999,0.000735395107726645,1.59018310821731,1162.14939467629,132.974916374087,0.00110365988063525,140.469026491035,0.203052403855672,13.6801347811148,1.49695946817263e-05,2.14922731663999,1.4583157700075,0.00556206904953111,128.82696106388,23.9935511370831,33.997195343823,6.51942394846656
"g_5",0.26158101285641,0.231769373156385,1.94177255807527,68.2523373794939,16.1356775926827,178.857385102754,0.213939710406014,0.764033443753346,4.05884578049044,21.3999292666309,0.183854338271334,14.6260378091723,58.8781262533569,0.224253411127303,44.0577850564859,719.492914688054,8.91073203521917,319.475028889673,4.75642107853346,239.2656453456,148.783022605841,6.35422750616217,0.814136831982821,0.0180449447006801,24.331840598462,79.0899330402029,6.08715566819036,0.0608575871245233,0.029914892956365,578.663879746859,6.94419973076074,9.40164896977028e-05,16.6793745667851,3.27376965559244,3.17688444164479,1.8919048384686,31.3006312866859,7.98224726682202,0.405592592897021,8.55720920876409,89.2060449924049,4.21992711013726,5.54089867641741,6.46376780460066,3.21972484758193,161.786086377052,43.198576100493,2.50632870397196,14.8440601031613,1.51907555717817,0.16613286713424,5.36751000575309,378.303097864203,1.57041096873047,0.115931835766976,19.6291531571597,249.445800214992,2.45401524793175,14.5663508472668,1.84729673842097,159.361915251889,73.0488663612571,5.28964756404235,37.6084488284736,1.93152730494563,41.4961981861523,0.123350922050622,20.2623616360096,20.2765479505003,12.992548097129,3.10439840909464,447.451173096395,0.135474449354126,0.0122232698126747
"g_6",0,0,0,21.3112925830803,8.73724419088607,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1087941226023,7175.42646974418,3684.9872689362,0,0,257.441778090279,0,0,0,0,0,0,0,0,0,1927.30432062406,2.11266879691734,0,70.9057291628086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9210628604265,0,0,0.161532450946564,0,0,134.07693675367,0,0,0,718.378363478927,0,196.818437203447,0,0,0,0.434529281520121,0,0
"g_7",103.242103260479,43.2829235932722,22.4980616492505,1541.67136623297,13.7826035166746,0.0294311627306025,18.6318803028511,1.44910726599845,53.0343699384479,0.00537426575748824,9.20700535107615,395.482520791366,41.0566925421528,6535.72088088682,306.771588424662,1185.58310603544,173.007963199404,0.119000832773541,35.4830635968887,35.6683588379281,388.579497863923,11.7457855179104,17.4425436197172,10.7573576321254,783.330980846254,1.58640847489144,37.3453923107924,0.161727123540556,12.4367524082891,64.8780999428517,4.68046060607525,65.3978981075027,319.074570624831,6.32387700902012,30.9675932449049,23.7295216777487,42.5650897538988,0.046688786518873,0.0997848932278812,749.441312929461,556.839421839066,0.12797677092575,2.38906700047694,7.27302336971279,693.364698425169,118.102717623934,111.623154632157,17.7701872149298,281.352114017588,598.249043441107,166.855565853897,1367.64785401373,3.0661935782098,4.96532096809864,0.157148504979367,17.5014480884939,2.37715887020402,45.2254879477456,55.6472671103065,0.923207319026596,0.0484649224673898,6.64614514347767,0.557413720445296,164.14107733236,0.044282146135181,9.54340177979987,205.161165006998,0.224913359921866,8.19282986407518,1.90706012957116,8.86382883436072,2.49434899626519,66.5808279657392,70.9830629681011
"g_8",35.0013754386457,36.0307439664468,38.1289942538771,22.5496824591446,97.6325560950602,86.1427931539299,17.9800066701653,60.9888281784419,1.06941811240135,126.301245903407,0.472397407149119,0.38407965607442,1581.54304029983,17.659842629689,57.617856493696,17.329107451142,234.456394998213,0.748234356164487,25.3695289485643,0.337405138407428,0.531036701238391,1.76407644394492,9.22836813939756,259.904279398243,164.13446248787,48.8683642498348,0.730562913522967,0.0853107917514199,9.89322415051771,22.0670348704943,563.377376168865,140.866033775597,34.0564206638291,0.0222889692771473,91.7169156700937,183.051982709064,21.4425377603906,22.6148458573288,4.25555286059972,2.49054332641148,102.528206815863,0.681179829309682,149.552448662385,16.9550278651215,18.7918239844335,6.12564733971074,169.010765622474,11.1600758802047,18.5148635272013,4.82480886657662,83.4849583907942,663.075624904993,187.091233651699,24.3462670489718,4.34943610385592,155.449279930283,64.6341512340048,67.3900244628649,179.216012354546,107.109643538895,1809.00508589366,206.572341953687,1449.26664730253,19.0178121936136,30.7476085360792,149.154185894902,0.345513886852554,4.16195029227259,8.98400761761298,143.850596640693,477.899116678212,196.050372113393,11.424597017927,2.31311943963223
"g_9",0.0674002663521505,7.56781254300091,36.9548379494377,0.233017684488042,0.570119199595007,10.0309295020403,7.81487879547027,548.858600178161,4.18787894496765,3.81687604787757,1.73559249825881,3.96924378439161,2.71464391112799,0.0359814256253319,13.2078009920232,20.1442488061383,5.51379977197266,0.128968488265746,328.13641118579,4.25642326644427,15.9527628276507,9.22297775364826,12.3308002345298,253.710281292108,545.891847749046,17.5174570274468,8.82639833575139,14.3316618647051,0.0691010555975937,62.9551103188311,4.57636177583392,18.8264179897502,4.41310591125665,55.0497635342476,654.279268620186,0.729154801158512,370.603001932124,9.12768225339509,12.5893045866001,5.87757505526054,128.574964511175,12.1192437193391,7.25225966004953,9.52775484401752,6.19971108350963,0.654502511348166,41.0084581426065,4.32883380066175,0.691152635031558,47.2088505914547,7.25917934076265,10.4000929630395,0.141671018805635,30.5987831290844,1.63942267540122,0.45462097099883,0.137629819873608,0.00685171552028685,140.482416484876,424.991971645148,32.9491620528925,19.7496122121008,948.113793741155,0.00324841798035399,238.947470181178,27.1361438377631,4.08310402421774,121.10170948482,0.1043481856722,40.1394433960894,0.820418378600209,2028.64525930806,4.92862277139127,886.834279633588
"g_10",626.019741583522,10.1326136118831,19.832134377096,200.801382941165,23.5392500518009,6.23762128331642,14.0950676976697,0.461036806472569,3.442337796917,209.492760618357,112.489795494172,0.379728854898893,13.1799233183922,79.2638115267046,39.6611112243424,21.3341860879765,22.5981795985875,14.6919640137039,10.0302166766743,30.1339355957085,58.7304238672598,3350.93024048332,27.5685951242383,569.044296501898,2.20464689488214,12.1663194431451,17.3136666320473,6.76198450473463,197.176481825432,7.13181128295893,98.617750013172,50.565742838181,32.4479138689027,0.211252124798311,0.253173948737997,32.7238709571322,2.55250081592406,4.02672727856298,3.70634260453755,6.04177051979429,2.79973557290849,125.876434704665,0.192966507687494,22.4493701815944,2.91496923859911,125.611814783291,26.2000037993326,134.483843284841,20.6974967240296,123.189368846658,2.33983039544263,3.06626643037648,597.023484906282,264.169214458182,35.5891036421625,256.416162770846,14.2432010718362,43.2105023587793,17.2007467769488,1.72297344764796,70.1458213667011,132.509107594807,0.802238836164358,421.58417976403,253.989657890217,2.312579193817,214.310158392016,190.672267128889,0.275348808522703,412.57787057588,0.990724186962814,2.47042695945791,481.291860186911,1.65755663635954
